canonical_dag_hash,graph_key,dag_text,tools,edges,tool_count,edge_count,read_count,edit_count,orchestrate_count,action_label,included_primary,source_files,declared_splits
2dea469d37dcfbad,45954ddd506eb44e,"route_task_by_condition -> create_support_ticket, route_task_by_condition -> edit_username, route_task_by_condition -> escalate_case_to_human",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->1;0->2;0->3,4,3,0,2,2,mixed,False,candidate_corpus.csv,candidate_only
969be59cd413aa23,9fb442b12024d92d,"edit_username -> create_support_ticket, escalate_case_to_human -> create_support_ticket, route_task_by_condition -> create_support_ticket",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->3;1->3;2->3,4,3,0,2,2,mixed,False,candidate_corpus.csv,candidate_only
145b74282cdaa981,5766c247571100ca,"edit_username -> escalate_case_to_human, escalate_case_to_human -> create_support_ticket, route_task_by_condition -> escalate_case_to_human",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->2;1->2;2->3,4,3,0,2,2,mixed,False,candidate_corpus.csv,candidate_only
bca2fcf913677cee,ef636a77eed51914,"edit_username -> create_support_ticket, edit_username -> escalate_case_to_human, route_task_by_condition -> edit_username",route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,0->1;1->2;1->3,4,3,0,2,2,mixed,False,candidate_corpus.csv,candidate_only
b185b887f0eb975d,9d63f3aece81f288,"check_service_status -> read_database_record, read_database_record -> update_subscription_plan, update_subscription_plan -> create_support_ticket",check_service_status;read_database_record;update_subscription_plan;create_support_ticket,0->1;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
7b07d74f7b9effa6,fbb391a33f1558c2,"check_service_status -> create_support_ticket, check_service_status -> read_database_record, check_service_status -> update_subscription_plan",check_service_status;read_database_record;update_subscription_plan;create_support_ticket,0->1;0->2;0->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
c50cf6e5f89b55cb,079cd1636d3b8a47,"check_service_status -> read_database_record, read_database_record -> create_support_ticket, read_database_record -> update_subscription_plan",check_service_status;read_database_record;update_subscription_plan;create_support_ticket,0->1;1->2;1->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
74c4e4917c5987a3,71df506bde4623e3,"check_service_status -> read_database_record, escalate_case_to_human -> restart_service, restart_service -> check_service_status",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
dd8def89918d0a59,e5340b86d92889d6,"escalate_case_to_human -> check_service_status, escalate_case_to_human -> read_database_record, escalate_case_to_human -> restart_service",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;0->2;0->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
a0a048f3d75d3042,5125eca111cdfb3b,"check_service_status -> read_database_record, escalate_case_to_human -> read_database_record, restart_service -> read_database_record",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->3;1->3;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
c8531275a20f6a18,4e5e3bf6a68cb737,"check_service_status -> read_database_record, escalate_case_to_human -> check_service_status, restart_service -> check_service_status",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->2;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
89922576bed6c2de,290b26699671fcab,"escalate_case_to_human -> restart_service, restart_service -> check_service_status, restart_service -> read_database_record",escalate_case_to_human;restart_service;check_service_status;read_database_record,0->1;1->2;1->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
10311d9c4cc52cf7,4a3958cbed523fc0,"create_support_ticket -> dispatch_message_to_usergroup, dispatch_message_to_usergroup -> read_subscription_status, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;1->2;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
2913e758dd526096,59c60c669d7aae63,"create_support_ticket -> dispatch_message_to_usergroup, create_support_ticket -> read_subscription_status, create_support_ticket -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;0->2;0->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
b09db51731cc78a8,f8750815cbc10a56,"create_support_ticket -> restart_service, dispatch_message_to_usergroup -> restart_service, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->3;1->3;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
5fa799875cae0346,2016892966dfba3c,"create_support_ticket -> read_subscription_status, dispatch_message_to_usergroup -> read_subscription_status, read_subscription_status -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->2;1->2;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
536d679fc6ba0fc8,3af7a1aff0289ab3,"create_support_ticket -> dispatch_message_to_usergroup, dispatch_message_to_usergroup -> read_subscription_status, dispatch_message_to_usergroup -> restart_service",create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,0->1;1->2;1->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
7bee67b1419f460e,7193cbc02bb3c349,"dispatch_message_to_usergroup -> read_database_record, read_database_record -> route_task_by_condition, update_subscription_plan -> dispatch_message_to_usergroup",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;1->2;2->3,4,3,1,1,2,orchestrate,True,candidate_corpus.csv,candidate_only
369b16754752bf1f,51f3f9c1a17b1509,"update_subscription_plan -> dispatch_message_to_usergroup, update_subscription_plan -> read_database_record, update_subscription_plan -> route_task_by_condition",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;0->2;0->3,4,3,1,1,2,orchestrate,True,candidate_corpus.csv,candidate_only
2487c856158aa4a8,20a4ed20fc571555,"dispatch_message_to_usergroup -> route_task_by_condition, read_database_record -> route_task_by_condition, update_subscription_plan -> route_task_by_condition",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->3;1->3;2->3,4,3,1,1,2,orchestrate,True,candidate_corpus.csv,candidate_only
89ab95befe5ae0c2,3a2c293c6c9f662b,"dispatch_message_to_usergroup -> read_database_record, read_database_record -> route_task_by_condition, update_subscription_plan -> read_database_record",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->2;1->2;2->3,4,3,1,1,2,orchestrate,True,candidate_corpus.csv,candidate_only
eb0b06066a4ab08b,eabed3a8f1110fcc,"dispatch_message_to_usergroup -> read_database_record, dispatch_message_to_usergroup -> route_task_by_condition, update_subscription_plan -> dispatch_message_to_usergroup",update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,0->1;1->2;1->3,4,3,1,1,2,orchestrate,True,candidate_corpus.csv,candidate_only
b288761a077bb0f8,7919c1435f2e0c8e,"dispatch_message_to_usergroup -> read_user_profile, read_user_profile -> scan_system_for_malware, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
641e8decaba85ecd,6d79175c652c0572,"dispatch_message_to_usergroup -> read_user_profile, dispatch_message_to_usergroup -> reset_user_password, dispatch_message_to_usergroup -> scan_system_for_malware",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;0->2;0->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
87127aefe96e77ad,dd6dddb74d46fc26,"dispatch_message_to_usergroup -> reset_user_password, read_user_profile -> reset_user_password, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->3;1->3;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
d6e5d79cddf4a21a,8d13e2cc1706f6a0,"dispatch_message_to_usergroup -> scan_system_for_malware, read_user_profile -> scan_system_for_malware, scan_system_for_malware -> reset_user_password",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->2;1->2;2->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
1e14bae161147f51,6f46c610e55efe59,"dispatch_message_to_usergroup -> read_user_profile, read_user_profile -> reset_user_password, read_user_profile -> scan_system_for_malware",dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,0->1;1->2;1->3,4,3,2,1,1,read,True,candidate_corpus.csv,candidate_only
f27110170f95ef8e,407aa838baf8873b,"edit_username -> restart_service, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
00c454908c1378f6,cf4b81dafb50470d,"edit_username -> read_database_record, edit_username -> restart_service, edit_username -> scan_system_for_malware",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;0->2;0->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
1c09e4f90e25c284,bd1be29efe77a136,"edit_username -> read_database_record, restart_service -> read_database_record, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->3;1->3;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
3b1b259572bd4d1e,eb230caba1161daf,"edit_username -> scan_system_for_malware, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_database_record",edit_username;restart_service;scan_system_for_malware;read_database_record,0->2;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
8c9b4b5365d81d0e,8bc770b9b65888b4,"edit_username -> restart_service, restart_service -> read_database_record, restart_service -> scan_system_for_malware",edit_username;restart_service;scan_system_for_malware;read_database_record,0->1;1->2;1->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
adc636bc44ba2a4e,84030d96143e1966,"reset_user_password -> restart_service, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
0850869dcdfedcc1,c1e16997d2738014,"reset_user_password -> read_user_profile, reset_user_password -> restart_service, reset_user_password -> scan_system_for_malware",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;0->2;0->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
29d9e8b68b8c14d2,176bc8866a702ab8,"reset_user_password -> read_user_profile, restart_service -> read_user_profile, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->3;1->3;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
c806019e4c97d9ee,333255af6e5f8d2f,"reset_user_password -> scan_system_for_malware, restart_service -> scan_system_for_malware, scan_system_for_malware -> read_user_profile",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->2;1->2;2->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
d71df9e38cb39f6b,d2cb54065451704e,"reset_user_password -> restart_service, restart_service -> read_user_profile, restart_service -> scan_system_for_malware",reset_user_password;restart_service;scan_system_for_malware;read_user_profile,0->1;1->2;1->3,4,3,2,2,0,mixed,False,candidate_corpus.csv,candidate_only
4f59876fb759f03b,ad3860c3f1db131b,"edit_username -> write_database_record, escalate_case_to_human -> edit_username, write_database_record -> read_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->1;1->2;2->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
d9896657d16787b9,2dbc25f5867e73a5,"escalate_case_to_human -> edit_username, escalate_case_to_human -> read_database_record, escalate_case_to_human -> write_database_record",escalate_case_to_human;edit_username;write_database_record;read_database_record,0->1;0->2;0->3,4,3,1,2,1,edit,True,candidate_corpus.csv,candidate_only
