query,dag_id,dag_text,tools,edges,source,topo_family,dag_hash
"We gotta strip Bob's editor permission and at the same time switch Frank to the new plan, enable the flag for cdn-edge-06, push the refund through for #20891, and force a credential change for Diana. Once that's done, pull staging-db-02 back from the last good backup, and lastly strip Alice's access to Marketing.",10073,"remove_role -> enable_feature_flag, remove_role -> process_refund, remove_role -> reset_password, remove_role -> update_subscription, reset_password -> restore_backup, restore_backup -> revoke_access",remove_role;update_subscription;enable_feature_flag;process_refund;reset_password;restore_backup;revoke_access,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,2e962e94d97d2822
"Do me a favor and give Diana access to HR's resources — in parallel, get a human involved for Bob and unify Charlie's old and new accounts, then converge and launch the docker deployment for Marketing.",10074,"approve_access -> escalate_to_human, approve_access -> merge_accounts, escalate_to_human -> deploy_container, merge_accounts -> deploy_container",approve_access;escalate_to_human;merge_accounts;deploy_container,0->1;0->2;1->3;2->3,generated,diamond,e803457ff81fb7af
"I need you to give Diana access to Legal's resources and at the same time bring in tier-2 support for Frank and merge Eve's two accounts. When all of that's complete, launch the docker deployment for Legal.",10074,"approve_access -> escalate_to_human, approve_access -> merge_accounts, escalate_to_human -> deploy_container, merge_accounts -> deploy_container",approve_access;escalate_to_human;merge_accounts;deploy_container,0->1;0->2;1->3;2->3,generated,diamond,e803457ff81fb7af
"Ticket INC-1198 says authorize Grace for ml-infer-05 while also bring in tier-2 support for Alice and combine the duplicate profiles for Eve, then converge and get the container running on prod-web-01.",10074,"approve_access -> escalate_to_human, approve_access -> merge_accounts, escalate_to_human -> deploy_container, merge_accounts -> deploy_container",approve_access;escalate_to_human;merge_accounts;deploy_container,0->1;0->2;1->3;2->3,generated,diamond,e803457ff81fb7af
"I need you to grant Diana permissions to staging-db-02 — in parallel, get a human involved for Eve and combine the duplicate profiles for Diana. After those finish, launch the docker deployment for Marketing.",10074,"approve_access -> escalate_to_human, approve_access -> merge_accounts, escalate_to_human -> deploy_container, merge_accounts -> deploy_container",approve_access;escalate_to_human;merge_accounts;deploy_container,0->1;0->2;1->3;2->3,generated,diamond,e803457ff81fb7af
"The Finance team needs us to check prod-web-01 for vulnerabilities and authorize Frank for staging-db-02. After those finish, take away Eve's manager role. To wrap up, archive Charlie's old records.",10075,"approve_access -> remove_role, remove_role -> archive_data, scan_malware -> remove_role",scan_malware;approve_access;remove_role;archive_data,0->2;1->2;2->3,generated,y_shape,d9167a45be90c74b
"I need you to scan cdn-edge-06 for threats and sign off on Bob's permission request, then converge and pull the Engineering admin role from Bob. Last step: archive Charlie's old records.",10075,"approve_access -> remove_role, remove_role -> archive_data, scan_malware -> remove_role",scan_malware;approve_access;remove_role;archive_data,0->2;1->2;2->3,generated,y_shape,d9167a45be90c74b
"We gotta sweep ml-infer-05 for IOCs and sign off on Frank's permission request. After those finish, revoke the reviewer role from Alice. Finally, put Marketing's historical data into the archive.",10075,"approve_access -> remove_role, remove_role -> archive_data, scan_malware -> remove_role",scan_malware;approve_access;remove_role;archive_data,0->2;1->2;2->3,generated,y_shape,d9167a45be90c74b
"Sweep auth-svc-04 for IOCs and give Diana access to Finance's resources, merge everything and remove the admin role from Charlie. Last step: cold-store the old records for Diana.",10075,"approve_access -> remove_role, remove_role -> archive_data, scan_malware -> remove_role",scan_malware;approve_access;remove_role;archive_data,0->2;1->2;2->3,generated,y_shape,d9167a45be90c74b
"For the Marketing team, update Alice's subscription while also get the container running on ml-infer-05, create a virtual machine for HR, cycle ml-infer-05, and cold-store the old records for Frank, and then persist Diana's data to the database. To wrap up, reboot staging-db-02.",10076,"archive_data -> db_write, db_write -> restart_service, update_subscription -> archive_data, update_subscription -> deploy_container, update_subscription -> provision_vm, update_subscription -> restart_service",update_subscription;deploy_container;provision_vm;restart_service;archive_data;db_write;restart_service,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,44732e745bf47b0c
"Time to adjust the billing tier for Bob while also launch the docker deployment for HR, provision a new instance for Finance, bounce staging-db-02, and shelve Engineering's outdated data, followed by persist Bob's data to the database. End with reboot payment-api-03.",10076,"archive_data -> db_write, db_write -> restart_service, update_subscription -> archive_data, update_subscription -> deploy_container, update_subscription -> provision_vm, update_subscription -> restart_service",update_subscription;deploy_container;provision_vm;restart_service;archive_data;db_write;restart_service,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,44732e745bf47b0c
"Hey, can you switch Frank to the new plan and simultaneously push the container image for HR, deploy a server for HR, restart the main process on payment-api-03, and archive Bob's old records, then store the Finance config in the database. To wrap up, give cdn-edge-06 a kick.",10076,"archive_data -> db_write, db_write -> restart_service, update_subscription -> archive_data, update_subscription -> deploy_container, update_subscription -> provision_vm, update_subscription -> restart_service",update_subscription;deploy_container;provision_vm;restart_service;archive_data;db_write;restart_service,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,44732e745bf47b0c
"For the Marketing team, change Grace's plan and simultaneously deploy the container for Marketing, create a virtual machine for Engineering, cycle ml-infer-05, and put Legal's historical data into the archive, and then save the changes for Bob to the DB, and lastly reboot ml-infer-05.",10076,"archive_data -> db_write, db_write -> restart_service, update_subscription -> archive_data, update_subscription -> deploy_container, update_subscription -> provision_vm, update_subscription -> restart_service",update_subscription;deploy_container;provision_vm;restart_service;archive_data;db_write;restart_service,0->1;0->2;0->3;0->4;4->5;5->6,generated,wide_fanout_deep,44732e745bf47b0c
"When you get a chance, kick off the CI/CD pipeline for Legal, followed by put Finance's historical data into the archive and simultaneously ack the firing alert for prod-web-01 and deploy the container for Engineering.",10077,"archive_data -> acknowledge_alert, archive_data -> deploy_container, run_pipeline -> archive_data",run_pipeline;archive_data;acknowledge_alert;deploy_container,0->1;1->2;1->3,generated,inverted_y,6407a831db8c6c06
"Do me a favor and kick off the CI/CD pipeline for HR — then archive Grace's old records, and while you're at it, accept the notification about auth-svc-04 and push the container image for Engineering.",10077,"archive_data -> acknowledge_alert, archive_data -> deploy_container, run_pipeline -> archive_data",run_pipeline;archive_data;acknowledge_alert;deploy_container,0->1;1->2;1->3,generated,inverted_y,6407a831db8c6c06
"When you get a chance, kick off the CI/CD pipeline for Marketing, followed by archive the old entries for Alice — in parallel, ack the firing alert for prod-web-01 and deploy the container for Marketing.",10077,"archive_data -> acknowledge_alert, archive_data -> deploy_container, run_pipeline -> archive_data",run_pipeline;archive_data;acknowledge_alert;deploy_container,0->1;1->2;1->3,generated,inverted_y,6407a831db8c6c06
"Ticket INC-7733 says execute the build pipeline for cdn-edge-06, then archive the old entries for Grace and simultaneously accept the notification about prod-web-01 and launch the docker deployment for Marketing.",10077,"archive_data -> acknowledge_alert, archive_data -> deploy_container, run_pipeline -> archive_data",run_pipeline;archive_data;acknowledge_alert;deploy_container,0->1;1->2;1->3,generated,inverted_y,6407a831db8c6c06
"ASAP — create a virtual machine for HR, and then pull a data dump for Diana. After that, investigate staging-db-02 for infections. To wrap up, spin up a VM for Engineering.",10078,"export_data -> scan_malware, provision_vm -> export_data, scan_malware -> provision_vm",provision_vm;export_data;scan_malware;provision_vm,0->1;1->2;2->3,generated,repeated_tool,c3d60466bb6b99c2
"Quick one — create a virtual machine for Marketing, and then create a data extract for Finance, and then sweep ml-infer-05 for IOCs, and lastly stand up a new box for Marketing.",10078,"export_data -> scan_malware, provision_vm -> export_data, scan_malware -> provision_vm",provision_vm;export_data;scan_malware;provision_vm,0->1;1->2;2->3,generated,repeated_tool,c3d60466bb6b99c2
"The Finance team needs us to create a virtual machine for Legal. Next, create a data extract for HR — then check cdn-edge-06 for vulnerabilities. Finally, deploy a server for Legal.",10078,"export_data -> scan_malware, provision_vm -> export_data, scan_malware -> provision_vm",provision_vm;export_data;scan_malware;provision_vm,0->1;1->2;2->3,generated,repeated_tool,c3d60466bb6b99c2
"Do me a favor and spin up a VM for Finance, followed by download all of Eve's information. After that, sweep prod-web-01 for IOCs. Finally, spin up a VM for Finance.",10078,"export_data -> scan_malware, provision_vm -> export_data, scan_malware -> provision_vm",provision_vm;export_data;scan_malware;provision_vm,0->1;1->2;2->3,generated,repeated_tool,c3d60466bb6b99c2
"From Finance: rotate Diana's credentials and record the event in Engineering's log — in parallel, add a DNS record for Legal's service and verify staging-db-02's health. Once both are done, flush the cache on payment-api-03.",10079,"check_status -> invalidate_cache, create_dns_record -> invalidate_cache, log_audit_event -> check_status, reset_password -> create_dns_record",reset_password;create_dns_record;log_audit_event;check_status;invalidate_cache,0->1;2->3;1->4;3->4,generated,w_shape,e854acf117cf1772
"Force a credential change for Diana and log the whole cdn-edge-06 incident and concurrently update the DNS to route to prod-web-01 and verify staging-db-02's health. When all of that's complete, flush the cache on cdn-edge-06.",10079,"check_status -> invalidate_cache, create_dns_record -> invalidate_cache, log_audit_event -> check_status, reset_password -> create_dns_record",reset_password;create_dns_record;log_audit_event;check_status;invalidate_cache,0->1;2->3;1->4;3->4,generated,w_shape,e854acf117cf1772
"Quick one — rotate Frank's credentials and record the event in Marketing's log and concurrently create a DNS entry for staging-db-02 and verify prod-web-01's health, merge everything and invalidate ml-infer-05's cache.",10079,"check_status -> invalidate_cache, create_dns_record -> invalidate_cache, log_audit_event -> check_status, reset_password -> create_dns_record",reset_password;create_dns_record;log_audit_event;check_status;invalidate_cache,0->1;2->3;1->4;3->4,generated,w_shape,e854acf117cf1772
